Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,City,State,Category,SubCategory,Quantity,Unit_Price,Discount,ShippingMode,Profit_Margin,Sales_Revenue,Profit_Amount,Is_High_Profit
ORD1019,2023-04-17,2023-04-10,CUST45,Consumer,Hyderabad,Delhi,Technology,Chairs,12,323.94801011633854,0.05,Express,0.1175886566485819,3693.0073153262592,434.25576920260073,False
ORD1020,2023-08-12,2023-12-14,CUST4,Home Office,Bangalore,Karnataka,Furniture,Phones,5,212.8237684457685,0.1,First Class,0.4346375116523805,957.7069580059583,416.2553691198806,False
ORD1021,2023-02-20,2023-02-25,CUST107,Home Office,Chennai,Tamil Nadu,Office Supplies,Laptops,8,142.3286483897623,0.2,Same Day,0.1994973065164729,910.9033496944787,181.72276476088132,False
ORD1022,2023-04-17,2023-06-07,CUST51,Home Office,Mumbai,Tamil Nadu,Technology,Paper,10,111.35018420213817,0.1,Express,0.2728908301964169,1002.1516578192435,273.4779978850089,False
ORD1023,2023-05-14,2023-12-11,CUST50,Corporate,Hyderabad,Maharashtra,Office Supplies,Chairs,8,330.4713080527926,0.2,First Class,0.3671734941822969,2115.0163715378726,776.5779513903237,True
ORD1024,2023-06-16,2023-06-03,CUST6,Home Office,Delhi,Delhi,Office Supplies,Chairs,3,213.9463452058341,0.05,Standard,0.2717675147409013,609.7470838366272,165.70944959479215,False
ORD1025,2023-10-14,2023-08-22,CUST59,Home Office,Bangalore,Delhi,Office Supplies,Phones,2,98.03305162465688,0.1,First Class,0.2765151211199773,176.45949292438237,48.79371805875537,False
ORD1026,2023-03-14,2023-05-26,CUST125,Consumer,Mumbai,Karnataka,Office Supplies,Phones,9,347.6634499285438,0.05,Express,0.1262511981342961,2972.5224968890493,375.284526713392,False
ORD1027,2023-07-07,2023-04-11,CUST143,Consumer,Bangalore,Maharashtra,Office Supplies,Laptops,2,286.8854186879799,0.1,Express,0.2605774197040015,516.3937536383638,134.56055187434868,False
ORD1028,2023-08-05,2023-12-26,CUST30,Consumer,Chennai,Karnataka,Technology,Phones,9,430.74930691545313,0.0,First Class,0.4059391572879934,3876.743762239078,1573.7220958648163,True
ORD1029,2023-01-17,2023-05-30,CUST122,Corporate,Delhi,Telangana,Furniture,Binders,4,67.56319044948152,0.05,Express,0.4660705348746391,256.7401237080298,119.65900678038246,False
ORD1030,2023-08-10,2023-11-23,CUST125,Home Office,Bangalore,Tamil Nadu,Technology,Tables,12,394.9766349527835,0.05,Same Day,0.2653988548253487,4502.733638461732,1195.0203512313194,True
ORD1031,2023-03-04,2023-03-25,CUST37,Consumer,Hyderabad,Karnataka,Technology,Chairs,13,340.0232255404569,0.15,First Class,0.2694343307516316,3757.256642222049,1012.3339288592202,True
ORD1032,2023-01-24,2023-03-19,CUST124,Consumer,Delhi,Tamil Nadu,Technology,Binders,2,66.35535904576793,0.05,Standard,0.3810508425294608,126.07518218695905,48.04105439439601,False
ORD1033,2023-12-13,2023-01-12,CUST101,Consumer,Hyderabad,Maharashtra,Technology,Paper,10,350.46215763714315,0.2,First Class,0.4771088004421107,2803.6972610971457,1337.6686370448904,True
ORD1034,2023-12-19,2023-08-26,CUST35,Home Office,Bangalore,Telangana,Furniture,Binders,1,226.3581715511169,0.1,First Class,0.2068243760957441,203.72235439600522,42.134748844709854,False
ORD1035,2023-10-23,2023-05-15,CUST87,Home Office,Delhi,Maharashtra,Technology,Laptops,4,473.0425449223631,0.0,First Class,0.2760576826151747,1892.1701796894524,522.348114918609,False
ORD1036,2023-04-22,2023-11-12,CUST134,Home Office,Hyderabad,Telangana,Office Supplies,Paper,9,79.38956180277066,0.2,First Class,0.4183892974209204,571.6048449799488,239.15334949355488,False
ORD1037,2023-02-05,2023-06-22,CUST18,Corporate,Chennai,Telangana,Technology,Paper,12,324.98836149971163,0.2,Standard,0.3438774277496154,3119.888270397232,1072.8591532903968,True
ORD1038,2023-09-07,2023-12-20,CUST113,Corporate,Chennai,Tamil Nadu,Technology,Phones,9,197.1702222768435,0.2,Standard,0.1442345375855819,1419.6256003932733,204.75904201737788,False
ORD1039,2023-06-10,2023-03-09,CUST29,Consumer,Bangalore,Maharashtra,Furniture,Binders,4,478.8391885895301,0.2,Standard,0.3510930942249063,1532.2854034864965,537.9748235457331,False
ORD1040,2023-02-14,2023-11-14,CUST77,Home Office,Delhi,Maharashtra,Furniture,Laptops,9,171.68769869223547,0.0,First Class,0.1746985138389307,1545.1892882301192,269.942272253637,False
ORD1041,2023-06-30,2023-10-11,CUST59,Consumer,Mumbai,Karnataka,Office Supplies,Chairs,12,481.4710956509821,0.15,Same Day,0.3040863736313617,4911.005175640017,1493.3697547452214,True
ORD1042,2023-01-13,2023-10-09,CUST126,Home Office,Delhi,Maharashtra,Technology,Phones,6,451.72806703936703,0.05,Same Day,0.3116413070641753,2574.8499821243918,802.4296139234139,True
ORD1043,2023-11-28,2023-11-05,CUST145,Home Office,Chennai,Karnataka,Technology,Binders,1,142.4877853022216,0.2,Standard,0.4504813448899939,113.99022824177729,51.3504713226732,False
ORD1044,2023-04-05,2023-10-05,CUST109,Home Office,Hyderabad,Delhi,Technology,Chairs,10,403.7354706449496,0.05,Same Day,0.2849977096049753,3835.486971127021,1093.105001990925,True
ORD1045,2023-08-30,2023-08-17,CUST22,Corporate,Mumbai,Delhi,Office Supplies,Binders,13,497.8460588837179,0.05,Same Day,0.2117769688943577,6148.398827213916,1302.0892671809868,True
ORD1046,2023-04-24,2023-02-17,CUST68,Corporate,Bangalore,Delhi,Furniture,Phones,14,133.80487106392837,0.2,Same Day,0.1923865392864126,1498.6145559159977,288.3132681369229,False
ORD1047,2023-07-09,2023-01-12,CUST69,Home Office,Mumbai,Maharashtra,Office Supplies,Chairs,6,224.02081296842664,0.15,Same Day,0.4497007506737345,1142.5061461389757,513.7858715680528,False
ORD1048,2023-07-19,2023-12-03,CUST49,Consumer,Bangalore,Maharashtra,Technology,Phones,9,264.8885609177122,0.05,Same Day,0.1684043417672913,2264.797195846439,381.4016810029267,False
ORD1049,2023-03-09,2023-08-14,CUST141,Home Office,Mumbai,Karnataka,Furniture,Binders,13,154.51625654389352,0.1,Express,0.2703474243532575,1807.8402015635543,488.74494213498076,False
ORD1050,2023-12-20,2023-10-18,CUST109,Home Office,Bangalore,Telangana,Furniture,Paper,2,17.47977142655458,0.05,Standard,0.1748692459707788,33.211565710453705,5.807681453296012,False
ORD1051,2023-10-10,2023-06-25,CUST86,Consumer,Bangalore,Karnataka,Office Supplies,Tables,6,117.86332965678808,0.2,First Class,0.4093216160457501,565.7439823525827,231.57124112471752,False
ORD1052,2023-12-09,2023-02-12,CUST53,Home Office,Mumbai,Delhi,Furniture,Paper,2,148.14907332746165,0.0,Same Day,0.2897490559898475,296.2981466549233,85.85210828480542,False
ORD1053,2023-11-23,2023-02-15,CUST123,Consumer,Mumbai,Karnataka,Furniture,Phones,4,227.3638536459117,0.05,Express,0.2404574762227248,863.9826438544644,207.75108604148178,False
ORD1054,2023-08-07,2023-09-08,CUST87,Corporate,Bangalore,Telangana,Technology,Phones,8,93.84021442256692,0.15,First Class,0.2444398562505867,638.113458073455,155.98036196304014,False
ORD1055,2023-12-03,2023-06-07,CUST131,Corporate,Chennai,Maharashtra,Technology,Phones,13,437.8946347789196,0.1,Express,0.4408856826891918,5123.367226913359,2258.819257505128,True
ORD1056,2023-02-02,2023-03-15,CUST42,Consumer,Mumbai,Karnataka,Furniture,Chairs,7,355.4064550383547,0.1,Same Day,0.3215095817177752,2239.0606667416346,719.8794584048259,False
ORD1057,2023-03-13,2023-06-29,CUST98,Corporate,Delhi,Delhi,Furniture,Laptops,11,51.74823400423437,0.0,Same Day,0.3871471404525054,569.2305740465781,220.37598900027086,False
ORD1058,2023-01-17,2023-01-24,CUST109,Corporate,Hyderabad,Delhi,Office Supplies,Phones,12,328.5453010585664,0.0,Same Day,0.4588154065002738,3942.543612702797,1808.899750307292,True
ORD1059,2023-04-29,2023-08-01,CUST51,Consumer,Bangalore,Maharashtra,Office Supplies,Paper,13,330.291673438754,0.05,Same Day,0.4606966704162568,4079.102166968612,1879.2287866101774,True
ORD1060,2023-05-22,2023-04-09,CUST85,Corporate,Bangalore,Karnataka,Furniture,Tables,9,478.5483750853776,0.2,First Class,0.2314036217351452,3445.5483006147188,797.3123556256207,True
ORD1061,2023-04-10,2023-10-19,CUST127,Home Office,Hyderabad,Telangana,Technology,Phones,7,11.480226964519012,0.15,First Class,0.4809805052585542,68.30735043888812,32.85450392696953,False
ORD1062,2023-10-30,2023-04-24,CUST21,Home Office,Chennai,Maharashtra,Furniture,Phones,1,131.48690040484553,0.1,Express,0.1099503528058421,118.33821036436098,13.01132797997345,False
ORD1063,2023-05-11,2023-06-16,CUST44,Consumer,Hyderabad,Karnataka,Furniture,Phones,2,464.6178248939046,0.0,Standard,0.2507342244064663,929.2356497878092,232.99117994038508,False
ORD1064,2023-04-13,2023-01-05,CUST139,Corporate,Mumbai,Tamil Nadu,Technology,Chairs,6,466.7456185451587,0.15,Same Day,0.4583195430035366,2380.4026545803094,1090.9850568116528,True
ORD1065,2023-07-18,2023-01-27,CUST103,Home Office,Hyderabad,Delhi,Technology,Phones,7,363.0873454916123,0.2,Express,0.2098547519267931,2033.2891347530292,426.6953869690407,False
ORD1066,2023-02-21,2023-05-24,CUST68,Home Office,Bangalore,Telangana,Office Supplies,Paper,3,385.2240273132946,0.1,Express,0.2092325801285273,1040.1048737458955,217.62382633810984,False
ORD1067,2023-10-20,2023-06-25,CUST129,Corporate,Hyderabad,Telangana,Office Supplies,Binders,9,54.82664938552709,0.1,Express,0.2210489140327555,444.09586002276944,98.16690758447578,False
ORD1068,2023-01-28,2023-08-08,CUST92,Corporate,Delhi,Telangana,Office Supplies,Laptops,13,261.79915904133446,0.2,Same Day,0.3449253539387689,2722.7112540298785,939.1321429693252,True
ORD1069,2023-12-27,2023-04-17,CUST24,Home Office,Mumbai,Delhi,Office Supplies,Phones,7,123.47566573160972,0.1,Same Day,0.2753331102457415,777.8966941091412,214.18071623895,False
ORD1070,2023-10-09,2023-09-11,CUST125,Home Office,Hyderabad,Karnataka,Technology,Chairs,14,98.79684137067244,0.2,Express,0.390693934541337,1106.5246233515315,432.3124587640808,False
ORD1071,2023-03-14,2023-11-10,CUST141,Consumer,Bangalore,Maharashtra,Furniture,Paper,6,407.04861657043296,0.1,Same Day,0.4579642570258663,2198.062529480338,1006.6340732098594,True
ORD1072,2023-01-03,2023-10-12,CUST111,Consumer,Mumbai,Karnataka,Office Supplies,Phones,13,76.16868697346824,0.05,Express,0.3696797499771442,940.6832841223328,347.75156128202286,False
ORD1073,2023-10-25,2023-01-15,CUST98,Home Office,Bangalore,Maharashtra,Office Supplies,Chairs,6,239.6393021282288,0.2,First Class,0.1817866880790302,1150.2686502154982,209.10352832381187,False
ORD1074,2023-09-16,2023-06-25,CUST139,Consumer,Chennai,Telangana,Technology,Binders,1,469.9033373971562,0.15,Same Day,0.4730727609442009,399.41783678758276,188.953698819462,False
ORD1075,2023-09-24,2023-02-08,CUST17,Home Office,Delhi,Karnataka,Technology,Tables,13,101.05770722701784,0.05,First Class,0.2057971493389914,1248.0626842536703,256.8477426157751,False
ORD1076,2023-10-09,2023-03-30,CUST99,Home Office,Chennai,Telangana,Furniture,Phones,5,489.2167776317349,0.15,Standard,0.1599577181312632,2079.171304934873,332.57949754138315,False
ORD1077,2023-01-28,2023-12-27,CUST82,Consumer,Delhi,Tamil Nadu,Furniture,Paper,10,497.20111302291895,0.1,Same Day,0.1359869115443843,4474.810017206271,608.5155939877541,False
ORD1078,2023-05-11,2023-02-22,CUST104,Consumer,Hyderabad,Telangana,Technology,Chairs,3,282.2524057943774,0.15,Standard,0.3253534962664662,719.7436347756624,234.17110798979627,False
ORD1079,2023-02-12,2023-07-02,CUST19,Corporate,Mumbai,Telangana,Office Supplies,Chairs,7,93.36994268680738,0.05,Express,0.1455049849922607,620.910118867269,90.34551752732479,False
ORD1080,2023-11-12,2023-08-14,CUST85,Corporate,Hyderabad,Maharashtra,Office Supplies,Phones,10,164.89139509103887,0.2,Same Day,0.1555103536450523,1319.1311607283112,205.13855330906802,False
ORD1081,2023-08-16,2023-09-14,CUST8,Corporate,Delhi,Tamil Nadu,Office Supplies,Chairs,3,218.00148801150223,0.0,Same Day,0.2200121922381986,654.0044640345067,143.88895586579991,False
ORD1082,2023-05-01,2023-07-24,CUST28,Home Office,Delhi,Telangana,Furniture,Tables,5,161.56886993552925,0.15,Same Day,0.2126612038737855,686.6676972259993,146.02757915332106,False
ORD1083,2023-01-24,2023-01-04,CUST5,Consumer,Delhi,Telangana,Office Supplies,Chairs,7,147.51143413949274,0.0,Standard,0.3416958041328569,1032.580038976449,352.82826674959443,False
ORD1084,2023-04-24,2023-04-30,CUST145,Home Office,Bangalore,Tamil Nadu,Office Supplies,Laptops,14,486.3925575160152,0.15,Standard,0.4266981117890726,5788.071434440581,2469.7591519760645,True
ORD1085,2023-04-29,2023-07-08,CUST101,Consumer,Mumbai,Tamil Nadu,Technology,Laptops,3,85.14876543371537,0.15,Express,0.404539862481157,217.1293518559742,87.83747814043855,False
ORD1086,2023-09-24,2023-02-02,CUST118,Home Office,Hyderabad,Karnataka,Office Supplies,Chairs,13,369.3306752712625,0.2,First Class,0.2049937818865907,3841.039022821131,787.3891156620784,True
ORD1087,2023-08-21,2023-05-08,CUST147,Corporate,Hyderabad,Maharashtra,Technology,Phones,13,10.201041825195688,0.1,First Class,0.1981241991943919,119.35218935478954,23.646556938015102,False
ORD1088,2023-11-20,2023-01-13,CUST64,Corporate,Chennai,Tamil Nadu,Office Supplies,Laptops,10,302.12950800716465,0.05,Standard,0.4863166120427871,2870.2303260680637,1395.8406879558847,True
ORD1089,2023-06-22,2023-01-29,CUST91,Corporate,Delhi,Tamil Nadu,Furniture,Paper,2,458.81207193748565,0.05,Same Day,0.103294496636784,871.7429366812227,90.04624784115876,False
ORD1090,2023-02-13,2023-05-25,CUST117,Home Office,Delhi,Delhi,Office Supplies,Laptops,6,151.0877061056773,0.05,First Class,0.4518882132240863,861.1999248023607,389.16609524765624,False
ORD1091,2023-09-18,2023-02-18,CUST98,Consumer,Delhi,Tamil Nadu,Office Supplies,Chairs,8,100.9077278762824,0.1,First Class,0.179891407648962,726.5356407092332,130.69751911432448,False
ORD1092,2023-10-05,2023-07-27,CUST11,Consumer,Hyderabad,Maharashtra,Technology,Phones,4,329.32309949042923,0.0,Standard,0.4789137292359071,1317.292397961717,630.8694148019565,False
ORD1093,2023-07-24,2023-09-09,CUST54,Corporate,Chennai,Telangana,Technology,Binders,9,359.17468957621264,0.05,Express,0.2369229139310079,3070.943595876618,727.5769052528559,False
ORD1094,2023-10-09,2023-10-20,CUST47,Corporate,Bangalore,Telangana,Technology,Phones,12,347.1349542864708,0.0,Standard,0.2761407095573009,4165.619451437649,1150.297111065687,True
ORD1095,2023-06-30,2023-03-15,CUST140,Corporate,Mumbai,Telangana,Office Supplies,Phones,12,166.46527121047328,0.1,Standard,0.3828482455777524,1797.8249290731114,688.2941199515878,False
ORD1096,2023-07-10,2023-03-03,CUST149,Corporate,Bangalore,Telangana,Office Supplies,Phones,8,133.57917705807213,0.1,Same Day,0.3350676205893041,961.7700748181194,322.2580105233043,False
ORD1097,2023-06-06,2023-02-08,CUST139,Consumer,Hyderabad,Delhi,Furniture,Paper,7,478.4002119814016,0.2,Standard,0.2271757318827291,2679.0411870958487,608.6131424224749,False
ORD1098,2023-01-10,2023-08-21,CUST5,Home Office,Delhi,Tamil Nadu,Office Supplies,Tables,14,462.41675905226543,0.05,Same Day,0.3215323663471294,6150.14289539513,1977.469998529382,True
ORD1099,2023-02-09,2023-09-15,CUST20,Home Office,Mumbai,Telangana,Furniture,Chairs,7,234.08513884748197,0.2,Express,0.3922827537451545,1310.8767775458991,514.2343521162796,False
ORD1100,2023-01-12,2023-01-12,CUST46,Home Office,Hyderabad,Karnataka,Technology,Tables,3,424.63499441564295,0.05,Same Day,0.1169339783609968,1210.2097340845824,141.51463885771423,False
ORD1101,2023-08-21,2023-12-08,CUST12,Home Office,Hyderabad,Telangana,Technology,Binders,14,231.63850404080503,0.1,Express,0.1044797221022816,2918.6451509141434,304.9392342826814,False
ORD1102,2023-04-25,2023-01-19,CUST70,Corporate,Hyderabad,Tamil Nadu,Technology,Tables,6,217.95061885553008,0.1,Express,0.2832267756291565,1176.9333418198623,333.3390355340875,False
ORD1103,2023-07-05,2023-07-17,CUST17,Corporate,Mumbai,Telangana,Furniture,Chairs,13,86.81384432365438,0.15,Express,0.1527346471214057,959.2929797763808,146.5172747521873,False
ORD1104,2023-11-28,2023-09-16,CUST115,Corporate,Mumbai,Delhi,Office Supplies,Chairs,13,218.93896768106669,0.15,Standard,0.3657377165858858,2419.275592875787,884.8203311303554,True
ORD1105,2023-04-01,2023-11-14,CUST147,Home Office,Chennai,Maharashtra,Technology,Binders,5,273.33429991390545,0.1,Same Day,0.1856209824909737,1230.0043496125745,228.31461584325717,False
ORD1106,2023-05-30,2023-09-18,CUST48,Corporate,Chennai,Maharashtra,Office Supplies,Chairs,1,21.02712044005637,0.1,First Class,0.2731404427182684,18.924408396050733,5.169021287478612,False
ORD1107,2023-10-03,2023-10-20,CUST108,Corporate,Bangalore,Tamil Nadu,Office Supplies,Binders,11,227.61537253594915,0.0,Standard,0.1790683747497076,2503.7690978954406,448.3458631086781,False
ORD1108,2023-03-25,2023-05-04,CUST52,Consumer,Mumbai,Maharashtra,Technology,Binders,3,392.8645470136482,0.0,Express,0.3193934342996498,1178.5936410409445,376.4350706557959,False
ORD1109,2023-01-29,2023-10-25,CUST96,Consumer,Mumbai,Maharashtra,Furniture,Chairs,13,343.22256762339225,0.2,First Class,0.1464213837538275,3569.5147032832792,522.6532821843707,False
ORD1110,2023-04-16,2023-01-30,CUST70,Corporate,Mumbai,Karnataka,Office Supplies,Laptops,12,321.2269245433281,0.15,Standard,0.1092427411149921,3276.5146303419465,357.9354395219293,False
ORD1111,2023-02-28,2023-11-23,CUST102,Consumer,Chennai,Tamil Nadu,Technology,Binders,1,455.6821599342292,0.15,First Class,0.1204526552426788,387.32983594409484,46.6549071941774,False
ORD1112,2023-12-06,2023-07-19,CUST75,Consumer,Hyderabad,Tamil Nadu,Office Supplies,Chairs,4,18.835684814362708,0.1,Express,0.4817033766061239,67.80846533170575,32.66356671276195,False
ORD1113,2023-10-22,2023-10-26,CUST143,Corporate,Delhi,Maharashtra,Office Supplies,Laptops,10,282.95331723419474,0.1,First Class,0.1569144874443743,2546.579855107753,399.595272700402,False
ORD1114,2023-08-20,2023-06-15,CUST82,Corporate,Chennai,Maharashtra,Office Supplies,Binders,3,395.80093572075646,0.2,First Class,0.3833913012547341,949.9222457298155,364.19192588117323,False
ORD1115,2023-11-15,2023-08-23,CUST92,Corporate,Mumbai,Maharashtra,Office Supplies,Laptops,11,275.25433752362096,0.15,Express,0.1271704816891305,2573.628055845856,327.289519550578,False
ORD1116,2023-10-21,2023-07-12,CUST4,Corporate,Chennai,Delhi,Office Supplies,Paper,4,168.7088207643858,0.0,First Class,0.1432641408940728,674.8352830575432,96.67969707224736,False
ORD1117,2023-03-10,2023-09-25,CUST135,Home Office,Bangalore,Telangana,Furniture,Phones,9,76.76277689506915,0.05,Standard,0.3035505005637339,656.3217424528411,199.22679345242196,False
ORD1118,2023-11-22,2023-01-30,CUST109,Home Office,Mumbai,Delhi,Furniture,Paper,3,444.9059051899337,0.2,First Class,0.2859483720617375,1067.774172455841,305.3282863433167,False
ORD1119,2023-07-16,2023-01-23,CUST48,Corporate,Bangalore,Tamil Nadu,Technology,Laptops,12,240.67357226992547,0.05,Same Day,0.4806321237759479,2743.6787238771503,1318.7001320159573,True
ORD1120,2023-10-22,2023-04-01,CUST73,Consumer,Mumbai,Karnataka,Furniture,Binders,6,440.2764465229937,0.0,Standard,0.477934181208295,2641.6586791379623,1262.538977845588,True
ORD1121,2023-11-24,2023-02-28,CUST72,Corporate,Chennai,Telangana,Furniture,Chairs,6,297.0675399922525,0.0,First Class,0.4118434570169861,1782.4052399535149,734.0719358276463,False
ORD1122,2023-04-27,2023-11-15,CUST116,Corporate,Hyderabad,Karnataka,Furniture,Tables,7,340.3541371413504,0.05,Same Day,0.3408407320509399,2263.35501198998,771.4435791778286,True
ORD1123,2023-02-10,2023-03-22,CUST81,Consumer,Delhi,Tamil Nadu,Office Supplies,Chairs,9,404.0879656454405,0.2,Same Day,0.2819841269572044,2909.4333526471714,820.4140238863847,True
ORD1124,2023-03-25,2023-12-23,CUST81,Home Office,Bangalore,Tamil Nadu,Office Supplies,Tables,12,332.98621685406584,0.05,Same Day,0.2424714137313684,3796.0428721363505,920.431881791785,True
ORD1125,2023-06-05,2023-05-03,CUST113,Corporate,Chennai,Karnataka,Technology,Tables,7,205.0468719326795,0.2,First Class,0.4788350187902221,1148.2624828230053,549.8282875386608,False
ORD1126,2023-10-26,2023-03-08,CUST96,Corporate,Hyderabad,Karnataka,Technology,Binders,14,261.680358125039,0.2,Express,0.3411635245698742,2930.820011000437,999.8888848328265,True
ORD1127,2023-11-11,2023-10-16,CUST72,Home Office,Chennai,Karnataka,Technology,Laptops,1,403.4923070911812,0.1,Same Day,0.3316290110743978,363.1430763820631,120.42877929909808,False
ORD1128,2023-01-03,2023-08-29,CUST147,Home Office,Bangalore,Tamil Nadu,Office Supplies,Chairs,8,193.08864522276227,0.15,Express,0.1927604487075659,1313.0027875147834,253.09500647563445,False
ORD1129,2023-07-06,2023-07-01,CUST63,Consumer,Delhi,Maharashtra,Furniture,Laptops,5,200.1795138165636,0.15,Standard,0.1186791271540452,850.7629337203953,100.96780238895133,False
ORD1130,2023-06-02,2023-07-22,CUST38,Home Office,Chennai,Karnataka,Furniture,Paper,9,56.888156868420566,0.0,Express,0.4780754319038177,511.99341181578507,244.77147148574065,False
ORD1131,2023-03-23,2023-09-20,CUST67,Home Office,Mumbai,Telangana,Office Supplies,Binders,10,458.1463732586564,0.1,Express,0.2254941035378616,4123.317359327908,929.7837515437493,True
ORD1132,2023-02-13,2023-03-25,CUST69,Home Office,Hyderabad,Tamil Nadu,Technology,Binders,13,54.60779432326645,0.15,Express,0.2770356093297835,603.4161272720942,167.1677544982428,False
ORD1133,2023-05-04,2023-12-30,CUST13,Consumer,Chennai,Delhi,Technology,Paper,12,327.6224969497924,0.2,Express,0.1458559774342827,3145.175970718007,458.7427154118938,False
ORD1134,2023-12-11,2023-12-22,CUST31,Home Office,Hyderabad,Delhi,Technology,Chairs,5,212.46529461337087,0.2,Express,0.4347697319637168,849.8611784534835,369.49391676258955,False
ORD1135,2023-04-28,2023-08-26,CUST114,Home Office,Mumbai,Telangana,Office Supplies,Phones,5,208.7535012251668,0.05,Standard,0.1110527331423722,991.5791308195422,110.117572604448,False
ORD1136,2023-07-09,2023-03-14,CUST22,Consumer,Delhi,Maharashtra,Technology,Paper,12,342.9803999206151,0.05,Standard,0.4335963048396386,3909.9765590950124,1695.3513880332023,True
ORD1137,2023-09-14,2023-09-06,CUST93,Home Office,Delhi,Karnataka,Technology,Chairs,12,42.875928988640574,0.2,Express,0.1561140051151867,411.60891829094953,64.25791677552975,False
ORD1138,2023-05-13,2023-01-27,CUST67,Home Office,Mumbai,Tamil Nadu,Office Supplies,Tables,14,300.91583364620294,0.2,Express,0.4546256450524608,3370.2573368374733,1532.205415752525,True
ORD1139,2023-12-21,2023-01-12,CUST54,Consumer,Hyderabad,Karnataka,Furniture,Binders,2,388.29557512645385,0.05,Same Day,0.3919090549344629,737.7615927402622,289.13544857778027,False
ORD1140,2023-12-18,2023-04-05,CUST138,Corporate,Chennai,Tamil Nadu,Office Supplies,Chairs,12,415.8242513644312,0.15,Standard,0.165868105002922,4241.407363917198,703.5142019983845,False
